word,type
constructivist,adjectiv
constructivitate,substantiv
constructoare,substantiv
constructor,substantiv
construi,verb
construibil,adjectiv
construire,substantiv
construit,adjectiv
consubstanțial,adjectiv
consubstanțialitate,substantiv
consuetudinar,adjectiv
consuetudine,substantiv
consul,substantiv
consular,adjectiv
consulat,substantiv
consult,substantiv
consulta,verb
consultabil,adjectiv
consultant,substantiv
consultantă,substantiv
consultanță,substantiv
consultare,substantiv
consultat,adjectiv
consultație,substantiv
consultațiune,substantiv
consultativ,adjectiv
consulting,substantiv
consum,substantiv
consuma,verb
consumabil,adjectiv
consumant,adjectiv
consumare,substantiv
consumat,adjectiv
consumat,substantiv
consumație,substantiv
consumațiune,substantiv
consumatoare,substantiv
consumător,adjectiv
consumator,substantiv
consumător,substantiv
consumerism,substantiv
consumptibil,adjectiv
consumpție,substantiv
consumpțiune,substantiv
consumptiv,adjectiv
consuna,verb
consunare,substantiv
cont,substantiv
conț,substantiv
conta,verb
contabil,adjectiv
contabil,substantiv
contabilă,substantiv
contabilicesc,adjectiv
contabilitate,substantiv
contabiliza,verb
contabilizare,substantiv
contabilizat,adjectiv
contact,substantiv
contacta,verb
contactare,substantiv
contactat,adjectiv
contactor,substantiv
contadin,substantiv
contadină,substantiv
contagia,verb
contagiat,adjectiv
contagiere,substantiv
contagioasă,substantiv
contagiona,verb
contagios,adjectiv
contagiozitate,substantiv
contagiu,substantiv
contagiune,substantiv
container,substantiv
containeriza,verb
containerizare,substantiv
containerizat,adjectiv
contamina,verb
contaminabil,adjectiv
contaminant,adjectiv
contaminant,substantiv
contaminare,substantiv
contaminat,adjectiv
contaminație,substantiv
contant,adjectiv
contare,substantiv
contăș,substantiv
contat,adjectiv
conte,substantiv
conteiner,substantiv
conteinerizare,substantiv
conteinerizat,adjectiv
contempla,verb
contemplare,substantiv
contemplat,adjectiv
contemplație,substantiv
contemplațiune,substantiv
contemplativ,adjectiv
contemplativism,substantiv
contemplativitate,substantiv
contemplatoare,substantiv
contemplator,substantiv
contemporan,adjectiv
contemporană,substantiv
contemporaneitate,substantiv
contemporaneiza,verb
contemporaneizare,substantiv
contemporaneizat,adjectiv
contemporanitate,substantiv
contencios,adjectiv
contencios,substantiv
conteneală,substantiv
conteni,verb
contenire,substantiv
contenit,adjectiv
content,adjectiv
contenție,substantiv
contențios,adjectiv
contențiune,substantiv
contesă,substantiv
contesta,verb
contestabil,adjectiv
contestant,adjectiv
contestare,substantiv
contestat,adjectiv
contestatar,adjectiv
contestatarism,substantiv
contestație,substantiv
contestațiune,substantiv
context,substantiv
contextual,adjectiv
contextualitate,substantiv
contextuare,substantiv
contextură,substantiv
contigent,adjectiv
contigent,substantiv
contiguitate,substantiv
contiguu,adjectiv
contimporan,adjectiv
conține,verb
continent,adjectiv
continent,substantiv
continență,substantiv
continental,adjectiv
continentalitate,substantiv
conținere,substantiv
contingent,adjectiv
contingent,substantiv
contingență,substantiv
contingenta,verb
contingentar,adjectiv
contingentare,substantiv
contingentat,adjectiv
contingențional,adjectiv
continua,verb
continuare,substantiv
continuat,adjectiv
continuativ,adjectiv
continuatoare,substantiv
continuator,substantiv
continuitate,substantiv
conținut,adjectiv
conținut,substantiv
conținutism,substantiv
conținutist,adjectiv
conținutistic,adjectiv
continuu,adjectiv
continuum,substantiv
contoar,substantiv
contoman,substantiv
contondent,adjectiv
contondență,substantiv
contopi,verb
contopire,substantiv
conțopist,substantiv
conțopistă,substantiv
contopit,adjectiv
contor,substantiv
contoriza,verb
contorizare,substantiv
contorizat,adjectiv
contorsiona,verb
contorsionare,substantiv
contorsionat,adjectiv
contorsionist,substantiv
contorsionistă,substantiv
contorsiune,substantiv
contort,adjectiv
contoș,substantiv
contra-ofensivă,substantiv
contra-partidă,substantiv
contra-revoluție,substantiv
contră,substantiv
contra,verb
contraacțiune,substantiv
contraacuzație,substantiv
contraamiral,substantiv
contraanchetă,substantiv
contraargument,substantiv
contraargumenta,verb
contraargumentare,substantiv
contraargumentat,substantiv
contraatac,substantiv
contraataca,verb
contraatacare,substantiv
contraatacat,adjectiv
contrabalansa,verb
contrabalansare,substantiv
contrabalansat,adjectiv
contrabandă,substantiv
contrabandist,substantiv
contrabandistă,substantiv
contrabas,substantiv
contrabasist,substantiv
contrabaterie,substantiv
contracalibru,substantiv
contracâmp,substantiv
contracandidat,substantiv
contracandidată,substantiv
contracandidatură,substantiv
contracara,verb
contracarare,substantiv
contracarat,adjectiv
contraccie,substantiv
contracciu,substantiv
contracepție,substantiv
contraceptiv,adjectiv
contraceptiv,substantiv
contracronometru,substantiv
contract,substantiv
contracta,verb
contractabil,adjectiv
contractant,adjectiv
contractant,substantiv
contractantă,substantiv
contractare,substantiv
contractat,adjectiv
contractibil,adjectiv
contractibilitate,substantiv
contracție,substantiv
contractil,adjectiv
contractilitate,substantiv
contracțiune,substantiv
contractor,adjectiv
contractual,adjectiv
contractualism,substantiv
contractualist,adjectiv
contractură,substantiv
contractura,verb
contracturat,adjectiv
contracurbă,substantiv
contracurent,substantiv
contradans,substantiv
contradanț,substantiv
contrademonstrație,substantiv
contradicție,substantiv
contradicțional,adjectiv
contradicțiune,substantiv
contradictorialitate,substantiv
contradictoriu,adjectiv
contraepolet,substantiv
contraescarpă,substantiv
contraexpertiză,substantiv
contraexpoziție,substantiv
contraface,verb
contrafacere,substantiv
contrafăcut,adjectiv
contrafagot,substantiv
contrafișă,substantiv
contrafort,substantiv
contrage,verb
contragere,substantiv
contragreutate,substantiv
contragrifă,substantiv
contrahermină,substantiv
contraindica,verb
contraindicare,substantiv
contraindicat,adjectiv
contraindicație,substantiv
contrainformație,substantiv
contralovitură,substantiv
contraltă,substantiv
contralto,substantiv
contralumină,substantiv
contramaistru,substantiv
contramanda,verb
contramandare,substantiv
contramandat,adjectiv
contramanifestant,adjectiv
contramanifestație,substantiv
contramarcă,substantiv
contramarș,substantiv
contramăsură,substantiv
contramină,substantiv
contramina,verb
contraoctavă,substantiv
contraofensivă,substantiv
contraofertă,substantiv
contraordin,substantiv
contraotravă,substantiv
contrapagină,substantiv
contrapantă,substantiv
contrapapă,substantiv
contrapartidă,substantiv
contraperformanță,substantiv
contrapiuliță,substantiv
contraplacaj,substantiv
contraplan,substantiv
contraplonjeu,substantiv
contrapondere,substantiv
contrapoziție,substantiv
contrapresiune,substantiv
contraprobă,substantiv
contraproductiv,adjectiv
contraproiect,substantiv
contrapropunere,substantiv
contrapunct,substantiv
contrapuncta,verb
contrapunctare,substantiv
contrapunctat,adjectiv
contrapunctic,adjectiv
contrapune,verb
contrapunere,substantiv
contrapus,adjectiv
contrar,adjectiv
contrar,substantiv
contrare,substantiv
contrareacție,substantiv
contrareformă,substantiv
contrareformist,adjectiv
contrarevoluție,substantiv
contrarevoluționar,adjectiv
contrarevoluționar,substantiv
contrarevoluționară,substantiv
contraria,verb
contrariant,adjectiv
contrariat,adjectiv
contrariere,substantiv
contrarietate,substantiv
contraripostă,substantiv
contrariu,adjectiv
contrariu,substantiv
contrarotativ,adjectiv
contras,adjectiv
contrasemna,verb
contrasemnare,substantiv
contrasemnat,adjectiv
contrasemnatar,adjectiv
contrasemnatar,substantiv
contrasemnătură,substantiv
contrasens,substantiv
contraserviciu,substantiv
contrașină,substantiv
contraspionaj,substantiv
contrast,substantiv
contrasta,verb
contrastalie,substantiv
contrastant,adjectiv
contrastare,substantiv
contrastat,adjectiv
contrastiv,adjectiv
contrasubiect,substantiv
contrat,adjectiv
contratemă,substantiv
contratimp,substantiv
contratip,substantiv
contratipar,substantiv
contratorpilor,substantiv
contratreaptă,substantiv
contratură,substantiv
contravalație,substantiv
contravaloare,substantiv
contravântuire,substantiv
contraveni,verb
contravenient,substantiv
contravenientă,substantiv
contravenire,substantiv
contravenit,adjectiv
contravenție,substantiv
contravențional,adjectiv
contravențiune,substantiv
contravizită,substantiv
contrazicător,adjectiv
contrazice,verb
contrazicere,substantiv
contrazis,adjectiv
contribuabil,substantiv
contribuabilă,substantiv
contribui,verb
contribuire,substantiv
contribuit,adjectiv
contribuitor,substantiv
contribuție,substantiv
contribuțiune,substantiv
contributiv,adjectiv
contributoriu,adjectiv
contrițiune,substantiv
control,substantiv
controla,verb
controlabil,adjectiv
controlabilitate,substantiv
controlare,substantiv
controlat,adjectiv
controlateral,adjectiv
controler,substantiv
controller,substantiv
controloare,substantiv
controlor,substantiv
controversă,substantiv
controversa,verb
controversabil,adjectiv
controversat,adjectiv
contumacie,substantiv
contur,substantiv
contura,verb
conturare,substantiv
conturat,adjectiv
conturba,verb
conturbare,substantiv
conturbat,adjectiv
conturna,verb
conturnare,substantiv
conturnat,adjectiv
contuș,substantiv
contuz,adjectiv
contuzie,substantiv
contuziona,verb
contuzionat,adjectiv
contuziune,substantiv
conubiu,substantiv
conurbație,substantiv
convalescent,adjectiv
convalescentă,substantiv
convalescență,substantiv
convecție,substantiv
convectiv,adjectiv
convector,substantiv
conveier,substantiv
convenabil,adjectiv
conveni,verb
convenient,adjectiv
conveniență,substantiv
convenire,substantiv
convenit,adjectiv
convent,substantiv
conventicul,substantiv
convenție,substantiv
convențional,adjectiv
convenționalism,substantiv
convenționalist,adjectiv
convenționalitate,substantiv
convenționaliza,verb
convenționalizare,substantiv
convenționalizat,adjectiv
convențiune,substantiv
conventual,adjectiv
converge,verb
convergent,adjectiv
convergentă,substantiv
convergență,substantiv
convergere,substantiv
convers,adjectiv
conversa,verb
conversare,substantiv
conversat,adjectiv
conversație,substantiv
conversațional,adjectiv
conversațiune,substantiv
conversativ,adjectiv
conversie,substantiv
conversiune,substantiv
converti,verb
convertibil,adjectiv
convertibilitate,substantiv
convertibilizare,substantiv
convertire,substantiv
convertit,adjectiv
convertitor,substantiv
convertizare,substantiv
convertizor,substantiv
convertor,substantiv
convex,adjectiv
convexitate,substantiv
convicție,substantiv
convicțiune,substantiv
conviețui,verb
conviețuire,substantiv
conviețuit,adjectiv
conviețuitor,adjectiv
convingător,adjectiv
convinge,verb
convingere,substantiv
convins,adjectiv
conviv,substantiv
convivă,substantiv
convivial,adjectiv
convivialitate,substantiv
convoca,verb
convocare,substantiv
convocat,adjectiv
convocațiune,substantiv
convocator,adjectiv
convoi,substantiv
convolut,adjectiv
convolut,substantiv
convoluție,substantiv
convoluțiune,substantiv
convolvulacee,substantiv
convorbi,verb
convorbire,substantiv
convorbitor,adjectiv
convorbitor,substantiv
convulsie,substantiv
convulsiona,verb
convulsionare,substantiv
convulsionat,adjectiv
convulsiune,substantiv
convulsiv,adjectiv
convulsivant,adjectiv
coobligat,substantiv
coobligație,substantiv
coocupant,adjectiv
coopera,verb
cooperant,adjectiv
cooperare,substantiv
cooperat,adjectiv
cooperație,substantiv
cooperatism,substantiv
cooperatist,adjectiv
cooperațiune,substantiv
cooperativ,adjectiv
cooperativă,substantiv
cooperativism,substantiv
cooperativist,adjectiv
cooperativiza,verb
cooperativizare,substantiv
cooperativizat,adjectiv
cooperatoare,substantiv
cooperator,substantiv
coopta,verb
cooptare,substantiv
cooptat,adjectiv
coordinare,substantiv
coordinat,adjectiv
coordinată,substantiv
coordinativ,adjectiv
coordona,verb
coordonare,substantiv
coordonat,adjectiv
coordonată,substantiv
coordonativ,adjectiv
coordonatoare,substantiv
coordonator,adjectiv
coordonator,substantiv
cop,substantiv
copac,substantiv
copăcel,substantiv
copaci,substantiv
copaie,substantiv
copăiță,substantiv
copal,substantiv
copan,substantiv
copancă,substantiv
copârșeu,substantiv
copartajant,adjectiv
copartajant,substantiv
copărtaș,substantiv
copărtașă,substantiv
coparticipa,verb
coparticipare,substantiv
coparticipație,substantiv
copastie,substantiv
copatron,substantiv
copcă,substantiv
copcie,substantiv
copeică,substantiv
copepod,substantiv
copepode,substantiv
coperiș,substantiv
copertă,substantiv
coperta,verb
copertare,substantiv
copertat,adjectiv
copertină,substantiv
copia,verb
copiant,adjectiv
copiariu,substantiv
copiat,adjectiv
copiat,substantiv
copiativ,adjectiv
copiativă,substantiv
copiator,substantiv
copie,substantiv
copier,substantiv
copiere,substantiv
copil,substantiv
copilă,substantiv
copilandră,substantiv
copilandru,substantiv
copilăresc,adjectiv
copilări,verb
copilărie,substantiv
copilărire,substantiv
copilărit,adjectiv
copilăros,adjectiv
copilaș,substantiv
copili,verb
copilire,substantiv
copilit,adjectiv
copiliță,substantiv
copilot,substantiv
copios,adjectiv
copist,substantiv
copistă,substantiv
copită,substantiv
copitat,substantiv
coplanar,adjectiv
coplanaritate,substantiv
coplată,substantiv
copleși,verb
copleșire,substantiv
copleșit,adjectiv
copleșitor,adjectiv
copoi,substantiv
copoiaș,substantiv
copolimer,substantiv
copolimerizare,substantiv
coporâie,substantiv
coposesiune,substantiv
coposesor,substantiv
copră,substantiv
copreședinte,adjectiv
copreședinte,substantiv
coprină,substantiv
coprinde,verb
coprindere,substantiv
coprins,adjectiv
coprins,substantiv
coprinzător,adjectiv
coprocultură,substantiv
coproducător,adjectiv
coproducător,substantiv
coproducție,substantiv
coprofag,adjectiv
coprofagie,substantiv
coprofil,adjectiv
coprofilie,substantiv
coprolalie,substantiv
coprolit,substantiv
coprologic,adjectiv
coproprietar,adjectiv
coproprietar,substantiv
coproprietară,substantiv
coproprietate,substantiv
coprostază,substantiv
coprosterol,substantiv
cops,substantiv
copt,adjectiv
copt,substantiv
coptă,substantiv
coptătură,substantiv
coptolog,adjectiv
coptură,substantiv
copulă,substantiv
copula,verb
copulat,adjectiv
copulație,substantiv
copulațiune,substantiv
copulativ,adjectiv
copulator,adjectiv
copyright,substantiv
copywriter,substantiv
cor,substantiv
corabie,substantiv
corăbier,substantiv
corăbierie,substantiv
corăbioară,substantiv
coracoclavicular,adjectiv
coracoid,adjectiv
coracoidian,adjectiv
corai,substantiv
coraj,substantiv
coral,adjectiv
coral,substantiv
corală,substantiv
coralian,adjectiv
coralier,adjectiv
coralier,substantiv
coralifer,adjectiv
coraliform,adjectiv
coraligen,adjectiv
coralin,adjectiv
coralitate,substantiv
coraliu,adjectiv
coran,substantiv
coranic,adjectiv
coraport,substantiv
coraportor,adjectiv
coraportor,substantiv
